Province,Division,District,Indicator,Area Type,Total,Male,Female
Balochistan,Makran Division,Sikandar Abad,Employment to Population Ratio (%),Rural,35.9,61.4,6.5
Balochistan,Makran Division,Sikandar Abad,Employment to Population Ratio (%),Urban,33.2,54.6,6.3
Balochistan,Makran Division,Sikandar Abad,Agriculture Employee (%),Rural,44.9,42.5,70.7
Balochistan,Makran Division,Sikandar Abad,Agriculture Employee (%),Urban,4,4.4,-
Balochistan,Makran Division,Sikandar Abad,Industry Employee (%),Rural,26.9,27.7,18.1
Balochistan,Makran Division,Sikandar Abad,Industry Employee (%),Urban,23.7,18.4,81.7
Balochistan,Makran Division,Sikandar Abad,Services Employee (%),Rural,28.2,29.8,11.2
Balochistan,Makran Division,Sikandar Abad,Services Employee (%),Urban,72.3,77.2,18.3
Balochistan,Makran Division,Sikandar Abad,Formal Activity (%),Rural,11,10.2,26.8
Balochistan,Makran Division,Sikandar Abad,Formal Activity (%),Urban,27.2,28.1,18.4
Balochistan,Makran Division,Sikandar Abad,Informal Activity (%),Rural,89,89.8,73.2
Balochistan,Makran Division,Sikandar Abad,Informal Activity (%),Urban,72.8,71.9,81.6
Balochistan,Makran Division,Sikandar Abad,Employers (%),All Areas,0.4,0.4,-
Balochistan,Makran Division,Sikandar Abad,Own Account Workers (%),All Areas,35.7,38.4,6.5
Balochistan,Makran Division,Sikandar Abad,Contributing Family  Workers (%),All Areas,15.8,11.8,59.9
Balochistan,Makran Division,Sikandar Abad,Employees (%),All Areas,48.1,49.4,33.6
Balochistan,Makran Division,Sikandar Abad,Literacy Rate (%),Rural,20.8,31,9
Balochistan,Makran Division,Sikandar Abad,Literacy Rate (%),Urban,58.4,71.8,41.3
Balochistan,Makran Division,Sikandar Abad,Underemployment Rate (%),Rural,3.2,3.5,-
Balochistan,Makran Division,Sikandar Abad,Underemployment Rate (%),Urban,-,-,-
Balochistan,Makran Division,Sikandar Abad,Mean Hours Work/Per Week,Rural,48.9,49.6,42.1
Balochistan,Makran Division,Sikandar Abad,Mean Hours Work/Per Week,Urban,49.8,51.4,31.6
Balochistan,Makran Division,Washuk,Working Age Population,Rural,113000,59000,54000
Balochistan,Makran Division,Washuk,Working Age Population,Urban,14000,7000,6000
Balochistan,Makran Division,Washuk,Labour Force,Rural,42500,38700,3800
Balochistan,Makran Division,Washuk,Labour Force,Urban,4900,4900,-
Balochistan,Makran Division,Washuk,Employed,Rural,39300,36500,2800
Balochistan,Makran Division,Washuk,Employed,Urban,4600,4600,-
Balochistan,Makran Division,Washuk,Unemployed,Rural,3200,2200,1000
Balochistan,Makran Division,Washuk,Unemployed,Urban,300,300,-
Balochistan,Makran Division,Washuk,Refined Participation Rate (%),Rural,37.7,65.7,7.1
Balochistan,Makran Division,Washuk,Refined Participation Rate (%),Urban,36.4,68.7,-
Balochistan,Makran Division,Washuk,Unemployment Rate (%),Rural,7.4,5.6,25.9
Balochistan,Makran Division,Washuk,Unemployment Rate (%),Urban,5.9,5.9,-
Balochistan,Makran Division,Washuk,Employment to Population Ratio (%),Rural,34.9,62,5.2
Balochistan,Makran Division,Washuk,Employment to Population Ratio (%),Urban,34.2,64.6,-
Balochistan,Makran Division,Washuk,Agriculture Employee (%),Rural,38.7,37.8,51.1
Balochistan,Makran Division,Washuk,Agriculture Employee (%),Urban,19.9,19.9,-
Balochistan,Makran Division,Washuk,Industry Employee (%),Rural,22,22.4,16.7
Balochistan,Makran Division,Washuk,Industry Employee (%),Urban,29.3,29.3,-
Balochistan,Makran Division,Washuk,Services Employee (%),Rural,39.3,39.8,32.2
Balochistan,Makran Division,Washuk,Services Employee (%),Urban,50.7,50.7,-
Balochistan,Makran Division,Washuk,Formal Activity (%),Rural,20.4,18.7,49.5
Balochistan,Makran Division,Washuk,Formal Activity (%),Urban,18.2,18.2,-
Balochistan,Makran Division,Washuk,Informal Activity (%),Rural,79.6,81.3,50.5
Balochistan,Makran Division,Washuk,Informal Activity (%),Urban,81.8,81.8,-
Balochistan,Makran Division,Washuk,Employers (%),All Areas,1.1,1.2,-
Balochistan,Makran Division,Washuk,Own Account Workers (%),All Areas,31.8,34,-
Balochistan,Makran Division,Washuk,Contributing Family  Workers (%),All Areas,11.3,8.5,53.2
Balochistan,Makran Division,Washuk,Employees (%),All Areas,55.7,56.3,46.8
Balochistan,Makran Division,Washuk,Literacy Rate (%),Rural,56.9,69.6,42.9
Balochistan,Makran Division,Washuk,Literacy Rate (%),Urban,31.9,51.6,9.7
Balochistan,Makran Division,Washuk,Underemployment Rate (%),Rural,10.5,11.3,13.7
Balochistan,Makran Division,Washuk,Underemployment Rate (%),Urban,13.7,13.7,-
Balochistan,Makran Division,Washuk,Mean Hours Work/Per Week,Rural,48.5,49,41.7
Balochistan,Makran Division,Washuk,Mean Hours Work/Per Week,Urban,43.7,43.7,-
Balochistan,Makran Division,Washuk,Total Population,Rural,153877,80434,73442
Balochistan,Makran Division,Washuk,Total Population,Urban,21835,11407,10428
Balochistan,Naseerabad Division,Jaffarabad,Working Age Population,Rural,235000,122000,113000
Balochistan,Naseerabad Division,Jaffarabad,Working Age Population,Urban,109000,57000,52000
Balochistan,Naseerabad Division,Jaffarabad,Labour Force,Rural,146800,91400,55400
Balochistan,Naseerabad Division,Jaffarabad,Labour Force,Urban,47500,36700,10800
Balochistan,Naseerabad Division,Jaffarabad,Employed,Rural,144600,90000,54600
Balochistan,Naseerabad Division,Jaffarabad,Employed,Urban,42000,33600,8400
Balochistan,Naseerabad Division,Jaffarabad,Unemployed,Rural,2100,1300,800
Balochistan,Naseerabad Division,Jaffarabad,Unemployed,Urban,5500,3100,2400
Balochistan,Naseerabad Division,Jaffarabad,Refined Participation Rate (%),Rural,62.5,75,49.1
Balochistan,Naseerabad Division,Jaffarabad,Refined Participation Rate (%),Urban,43.5,64,20.8
Balochistan,Naseerabad Division,Jaffarabad,Unemployment Rate (%),Rural,1.5,1.5,1.5
Balochistan,Naseerabad Division,Jaffarabad,Unemployment Rate (%),Urban,11.6,8.5,22.1
Balochistan,Naseerabad Division,Jaffarabad,Employment to Population Ratio (%),Rural,61.6,73.9,48.4
Balochistan,Naseerabad Division,Jaffarabad,Employment to Population Ratio (%),Urban,38.5,58.5,16.2
Balochistan,Naseerabad Division,Jaffarabad,Agriculture Employee (%),Rural,90.5,85.9,98.2
Balochistan,Naseerabad Division,Jaffarabad,Agriculture Employee (%),Urban,2.9,0.8,11.3
Balochistan,Naseerabad Division,Jaffarabad,Industry Employee (%),Rural,2.4,3.6,0.4
Balochistan,Naseerabad Division,Jaffarabad,Industry Employee (%),Urban,41.1,33,73.4
Balochistan,Naseerabad Division,Jaffarabad,Services Employee (%),Rural,7.1,10.5,1.4
Balochistan,Naseerabad Division,Jaffarabad,Services Employee (%),Urban,56,66.2,15.4
Balochistan,Naseerabad Division,Jaffarabad,Formal Activity (%),Rural,38.1,36,66
Balochistan,Naseerabad Division,Jaffarabad,Formal Activity (%),Urban,23,24.2,17.3
Balochistan,Naseerabad Division,Jaffarabad,Informal Activity (%),Rural,61.9,64,34
Balochistan,Naseerabad Division,Jaffarabad,Informal Activity (%),Urban,77,75.8,82.7
Balochistan,Naseerabad Division,Jaffarabad,Employers (%),All Areas,0.4,0.7,-
Balochistan,Naseerabad Division,Jaffarabad,Own Account Workers (%),All Areas,36.8,55.6,-
Balochistan,Naseerabad Division,Jaffarabad,Contributing Family  Workers (%),All Areas,39,14.8,86.6
Balochistan,Naseerabad Division,Jaffarabad,Employees (%),All Areas,23.7,29,13.4
Balochistan,Naseerabad Division,Jaffarabad,Literacy Rate (%),Rural,30.4,45.5,14
Balochistan,Naseerabad Division,Jaffarabad,Literacy Rate (%),Urban,59,77,39
Balochistan,Naseerabad Division,Jaffarabad,Underemployment Rate (%),Rural,0.2,0.3,-
Balochistan,Naseerabad Division,Jaffarabad,Underemployment Rate (%),Urban,-,-,-
Balochistan,Naseerabad Division,Jaffarabad,Mean Hours Work/Per Week,Rural,47.2,48.2,45.5
Balochistan,Naseerabad Division,Jaffarabad,Mean Hours Work/Per Week,Urban,49.9,52.3,40.4
Balochistan,Naseerabad Division,Jaffarabad,Total Population,Rural,356261,182378,173838
Balochistan,Naseerabad Division,Jaffarabad,Total Population,Urban,157711,80494,77209
Balochistan,Naseerabad Division,Jhal Magsi,Working Age Population,Rural,92000,49000,43000
Balochistan,Naseerabad Division,Jhal Magsi,Working Age Population,Urban,5000,3000,2000
Balochistan,Naseerabad Division,Jhal Magsi,Labour Force,Rural,41400,36000,5300
Balochistan,Naseerabad Division,Jhal Magsi,Labour Force,Urban,2100,1900,200
Balochistan,Naseerabad Division,Jhal Magsi,Employed,Rural,38600,33600,5000
Balochistan,Naseerabad Division,Jhal Magsi,Employed,Urban,1700,1600,-
Balochistan,Naseerabad Division,Jhal Magsi,Unemployed,Rural,2800,2500,400
Balochistan,Naseerabad Division,Jhal Magsi,Unemployed,Urban,400,300,200
Balochistan,Naseerabad Division,Jhal Magsi,Refined Participation Rate (%),Rural,45,72.9,12.5
Balochistan,Naseerabad Division,Jhal Magsi,Refined Participation Rate (%),Urban,39.6,65.1,7.7
Balochistan,Naseerabad Division,Jhal Magsi,Unemployment Rate (%),Rural,6.8,6.8,6.6
Balochistan,Naseerabad Division,Jhal Magsi,Unemployment Rate (%),Urban,20.1,14.1,83
Balochistan,Naseerabad Division,Jhal Magsi,Employment to Population Ratio (%),Rural,41.9,67.9,11.7
Balochistan,Naseerabad Division,Jhal Magsi,Employment to Population Ratio (%),Urban,31.6,55.9,1.3
Balochistan,Naseerabad Division,Jhal Magsi,Agriculture Employee (%),Rural,74.7,72.9,86.7
Balochistan,Naseerabad Division,Jhal Magsi,Agriculture Employee (%),Urban,4.1,4.2,-
Balochistan,Naseerabad Division,Jhal Magsi,Industry Employee (%),Rural,10.2,11,4.7
Balochistan,Naseerabad Division,Jhal Magsi,Industry Employee (%),Urban,38.4,39.1,-
Balochistan,Naseerabad Division,Jhal Magsi,Services Employee (%),Rural,15.1,16.1,8.6
Balochistan,Naseerabad Division,Jhal Magsi,Services Employee (%),Urban,57.5,56.7,100
Balochistan,Naseerabad Division,Jhal Magsi,Formal Activity (%),Rural,31,29.4,52.8
Balochistan,Naseerabad Division,Jhal Magsi,Formal Activity (%),Urban,45.1,44.1,100
Balochistan,Naseerabad Division,Jhal Magsi,Informal Activity (%),Rural,69,70.6,47.3
Balochistan,Naseerabad Division,Jhal Magsi,Informal Activity (%),Urban,54.9,55.9,-
Balochistan,Naseerabad Division,Jhal Magsi,Employers (%),All Areas,0.3,0.3,-
Balochistan,Naseerabad Division,Jhal Magsi,Own Account Workers (%),All Areas,56.1,62.6,10.1
Balochistan,Naseerabad Division,Jhal Magsi,Contributing Family  Workers (%),All Areas,19.5,11.2,77.7
Balochistan,Naseerabad Division,Jhal Magsi,Employees (%),All Areas,24.2,25.9,12.1
Balochistan,Naseerabad Division,Jhal Magsi,Literacy Rate (%),Rural,57.9,65.6,49
Balochistan,Naseerabad Division,Jhal Magsi,Literacy Rate (%),Urban,74.7,80.4,67.6
Balochistan,Naseerabad Division,Jhal Magsi,Underemployment Rate (%),Rural,2.2,2.5,-
Balochistan,Naseerabad Division,Jhal Magsi,Underemployment Rate (%),Urban,12.1,12.3,-
Balochistan,Naseerabad Division,Jhal Magsi,Mean Hours Work/Per Week,Rural,48.5,49.8,39.7
Balochistan,Naseerabad Division,Jhal Magsi,Mean Hours Work/Per Week,Urban,53.3,53.4,52
Balochistan,Naseerabad Division,Jhal Magsi,Total Population,Rural,141085,72768,68317
Balochistan,Naseerabad Division,Jhal Magsi,Total Population,Urban,7815,3958,3856
Balochistan,Naseerabad Division,Kachhi/Bolan,Working Age Population,Rural,148000,76000,72000
Balochistan,Naseerabad Division,Kachhi/Bolan,Working Age Population,Urban,31000,18000,13000
Balochistan,Naseerabad Division,Kachhi/Bolan,Labour Force,Rural,51600,48300,3200
Balochistan,Naseerabad Division,Kachhi/Bolan,Labour Force,Urban,12100,11400,600
Balochistan,Naseerabad Division,Kachhi/Bolan,Employed,Rural,49400,46100,3200
Balochistan,Naseerabad Division,Kachhi/Bolan,Employed,Urban,11200,10700,500
Balochistan,Naseerabad Division,Kachhi/Bolan,Unemployed,Rural,2200,2200,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Unemployed,Urban,900,700,200
Balochistan,Naseerabad Division,Kachhi/Bolan,Refined Participation Rate (%),Rural,34.8,63.5,4.5
Balochistan,Naseerabad Division,Kachhi/Bolan,Refined Participation Rate (%),Urban,38.4,62.1,4.8
Balochistan,Naseerabad Division,Kachhi/Bolan,Unemployment Rate (%),Rural,4.3,4.6,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Unemployment Rate (%),Urban,7.1,6.1,25
Balochistan,Naseerabad Division,Kachhi/Bolan,Employment to Population Ratio (%),Rural,33.3,60.6,4.5
Balochistan,Naseerabad Division,Kachhi/Bolan,Employment to Population Ratio (%),Urban,35.7,58.3,3.6
Balochistan,Naseerabad Division,Kachhi/Bolan,Agriculture Employee (%),Rural,55.6,53.7,83
Balochistan,Naseerabad Division,Kachhi/Bolan,Agriculture Employee (%),Urban,9.3,9.7,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Industry Employee (%),Rural,13.5,14,6
Balochistan,Naseerabad Division,Kachhi/Bolan,Industry Employee (%),Urban,24.8,25.9,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Services Employee (%),Rural,30.9,32.3,11
Balochistan,Naseerabad Division,Kachhi/Bolan,Services Employee (%),Urban,65.9,64.4,100
Balochistan,Naseerabad Division,Kachhi/Bolan,Formal Activity (%),Rural,23.4,22.7,49.6
Balochistan,Naseerabad Division,Kachhi/Bolan,Formal Activity (%),Urban,39.8,36.9,100
Balochistan,Naseerabad Division,Kachhi/Bolan,Informal Activity (%),Rural,76.6,77.3,50.2
Balochistan,Naseerabad Division,Kachhi/Bolan,Informal Activity (%),Urban,60.2,63.1,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Employers (%),All Areas,2.5,2.6,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Own Account Workers (%),All Areas,33.6,35.6,2.9
Balochistan,Naseerabad Division,Kachhi/Bolan,Contributing Family  Workers (%),All Areas,20.5,17.1,72.6
Balochistan,Naseerabad Division,Kachhi/Bolan,Employees (%),All Areas,43.4,44.6,24.5
Balochistan,Naseerabad Division,Kachhi/Bolan,Literacy Rate (%),Rural,43.1,58.8,26.5
Balochistan,Naseerabad Division,Kachhi/Bolan,Literacy Rate (%),Urban,78,87.2,65
Balochistan,Naseerabad Division,Kachhi/Bolan,Underemployment Rate (%),Rural,0.4,0.1,3.7
Balochistan,Naseerabad Division,Kachhi/Bolan,Underemployment Rate (%),Urban,-,-,-
Balochistan,Naseerabad Division,Kachhi/Bolan,Mean Hours Work/Per Week,Rural,43.4,44.2,31.4
Balochistan,Naseerabad Division,Kachhi/Bolan,Mean Hours Work/Per Week,Urban,48.6,49.6,26.7
Balochistan,Naseerabad Division,Nasirabad,Working Age Population,Rural,257000,137000,120000
Balochistan,Naseerabad Division,Nasirabad,Working Age Population,Urban,69000,34000,35000
Balochistan,Naseerabad Division,Nasirabad,Labour Force,Rural,173300,107300,66000
Balochistan,Naseerabad Division,Nasirabad,Labour Force,Urban,23300,23000,300
Balochistan,Naseerabad Division,Nasirabad,Employed,Rural,171900,106100,65800
Balochistan,Naseerabad Division,Nasirabad,Employed,Urban,18500,18500,-
Balochistan,Naseerabad Division,Nasirabad,Unemployed,Rural,1400,1200,200
Balochistan,Naseerabad Division,Nasirabad,Unemployed,Urban,4900,4500,300
Balochistan,Naseerabad Division,Nasirabad,Refined Participation Rate (%),Rural,67.3,78.1,55
Balochistan,Naseerabad Division,Nasirabad,Refined Participation Rate (%),Urban,33.8,67.4,0.9
Balochistan,Naseerabad Division,Nasirabad,Unemployment Rate (%),Rural,0.8,1.1,0.3
Balochistan,Naseerabad Division,Nasirabad,Unemployment Rate (%),Urban,20.8,19.7,100
Balochistan,Naseerabad Division,Nasirabad,Employment to Population Ratio (%),Rural,66.8,77.3,54.8
Balochistan,Naseerabad Division,Nasirabad,Employment to Population Ratio (%),Urban,26.8,54.2,-
Balochistan,Naseerabad Division,Nasirabad,Agriculture Employee (%),Rural,91.5,86.2,100
Balochistan,Naseerabad Division,Nasirabad,Agriculture Employee (%),Urban,1.7,1.7,-
Balochistan,Naseerabad Division,Nasirabad,Industry Employee (%),Rural,2.6,4.2,-
Balochistan,Naseerabad Division,Nasirabad,Industry Employee (%),Urban,35.2,35.2,-
Balochistan,Naseerabad Division,Nasirabad,Services Employee (%),Rural,5.9,9.6,-
Balochistan,Naseerabad Division,Nasirabad,Services Employee (%),Urban,63.1,63.1,-
Balochistan,Naseerabad Division,Nasirabad,Formal Activity (%),Rural,19.9,19.9,-
Balochistan,Naseerabad Division,Nasirabad,Formal Activity (%),Urban,22.8,22.8,-
Balochistan,Naseerabad Division,Nasirabad,Informal Activity (%),Rural,80.1,80.1,-
Balochistan,Naseerabad Division,Nasirabad,Informal Activity (%),Urban,77.2,77.2,-
Balochistan,Naseerabad Division,Nasirabad,Employers (%),All Areas,0.1,0.1,-
Balochistan,Naseerabad Division,Nasirabad,Own Account Workers (%),All Areas,43.3,66,0.3
Balochistan,Naseerabad Division,Nasirabad,Contributing Family  Workers (%),All Areas,45.1,16.2,99.7
Balochistan,Naseerabad Division,Nasirabad,Employees (%),All Areas,11.6,17.7,-
Balochistan,Naseerabad Division,Nasirabad,Literacy Rate (%),Rural,31.1,46.4,13.5
Balochistan,Naseerabad Division,Nasirabad,Literacy Rate (%),Urban,57.1,78.8,35.9
Balochistan,Naseerabad Division,Nasirabad,Underemployment Rate (%),Rural,-,-,-
Balochistan,Naseerabad Division,Nasirabad,Underemployment Rate (%),Urban,-,-,-
Balochistan,Naseerabad Division,Nasirabad,Mean Hours Work/Per Week,Rural,45.1,46.2,43.2
Balochistan,Naseerabad Division,Nasirabad,Mean Hours Work/Per Week,Urban,54.2,54.2,.
Balochistan,Naseerabad Division,Nasirabad,Total Population,Rural,391531,202403,189127
Balochistan,Naseerabad Division,Nasirabad,Total Population,Urban,96316,49161,47155
Balochistan,Naseerabad Division,Sohbatpur,Working Age Population,Rural,124000,66000,58000
Balochistan,Naseerabad Division,Sohbatpur,Working Age Population,Urban,7000,4000,4000
Balochistan,Naseerabad Division,Sohbatpur,Labour Force,Rural,93000,51700,41300
Balochistan,Naseerabad Division,Sohbatpur,Labour Force,Urban,3900,2900,1100
Balochistan,Naseerabad Division,Sohbatpur,Employed,Rural,91200,50400,40800
Balochistan,Naseerabad Division,Sohbatpur,Employed,Urban,3900,2800,1100
Balochistan,Naseerabad Division,Sohbatpur,Unemployed,Rural,1800,1300,500
Balochistan,Naseerabad Division,Sohbatpur,Unemployed,Urban,100,100,-
Balochistan,Naseerabad Division,Sohbatpur,Refined Participation Rate (%),Rural,74.9,77.9,71.6
Balochistan,Naseerabad Division,Sohbatpur,Refined Participation Rate (%),Urban,52.7,75.8,28.7
Balochistan,Naseerabad Division,Sohbatpur,Unemployment Rate (%),Rural,1.9,2.4,1.3
Balochistan,Naseerabad Division,Sohbatpur,Unemployment Rate (%),Urban,2.2,3,-
Balochistan,Naseerabad Division,Sohbatpur,Employment to Population Ratio (%),Rural,73.5,76,70.6
Balochistan,Naseerabad Division,Sohbatpur,Employment to Population Ratio (%),Urban,51.6,73.5,28.7
Balochistan,Naseerabad Division,Sohbatpur,Agriculture Employee (%),Rural,87.5,80.1,96.6
Balochistan,Naseerabad Division,Sohbatpur,Agriculture Employee (%),Urban,46.8,27.9,97
Balochistan,Naseerabad Division,Sohbatpur,Industry Employee (%),Rural,2,2.9,1
Balochistan,Naseerabad Division,Sohbatpur,Industry Employee (%),Urban,17.8,24.5,-
Balochistan,Naseerabad Division,Sohbatpur,Services Employee (%),Rural,10.5,17,2.4
Balochistan,Naseerabad Division,Sohbatpur,Services Employee (%),Urban,35.4,47.6,3
Balochistan,Naseerabad Division,Sohbatpur,Formal Activity (%),Rural,67.9,67.4,71.3
Balochistan,Naseerabad Division,Sohbatpur,Formal Activity (%),Urban,22.2,20.9,100
Balochistan,Naseerabad Division,Sohbatpur,Informal Activity (%),Rural,32.1,32.6,28.7
